,id,good,b_edge,burr,borken,b_bubble,etc,no_lens
90,20221013.01_20221014114836_1_R_1.jpg,0,0,1,0,0,0,0
91,lr20221013.01_20221014114836_1_R_1.jpg,0,0,1,0,0,0,0
92,ud20221013.01_20221014114836_1_R_1.jpg,0,0,1,0,0,0,0
93,lrud20221013.01_20221014114836_1_R_1.jpg,0,0,1,0,0,0,0
94,221208-06.10.13-B001_20230215130721_2_L_1.jpg,0,0,0,0,0,1,0
95,221208-06.10.13-B001_20230215131255_1_L_1.jpg,0,1,0,0,0,0,0
96,lr221208-06.10.13-B001_20230215131255_1_L_1.jpg,0,1,0,0,0,0,0
97,ud221208-06.10.13-B001_20230215131255_1_L_1.jpg,0,1,0,0,0,0,0
98,lrud221208-06.10.13-B001_20230215131255_1_L_1.jpg,0,1,0,0,0,0,0
99,221208-06.10.13-B001_20230215131358_3_R_1.jpg,0,1,0,0,0,0,0
100,lr221208-06.10.13-B001_20230215131358_3_R_1.jpg,0,1,0,0,0,0,0
101,ud221208-06.10.13-B001_20230215131358_3_R_1.jpg,0,1,0,0,0,0,0
102,lrud221208-06.10.13-B001_20230215131358_3_R_1.jpg,0,1,0,0,0,0,0
103,221208-06.10.13-B001_20230215131517_1_R_1.jpg,0,1,0,0,0,1,0
104,lr221208-06.10.13-B001_20230215131517_1_R_1.jpg,0,1,0,0,0,1,0
105,ud221208-06.10.13-B001_20230215131517_1_R_1.jpg,0,1,0,0,0,1,0
106,lrud221208-06.10.13-B001_20230215131517_1_R_1.jpg,0,1,0,0,0,1,0
107,221208-06.10.13-B001_20230215131622_1_L_1.jpg,0,0,0,0,0,1,0
108,221208-06.10.13-B001_20230215132928_0_L_1.jpg,0,0,0,0,0,1,0
109,221208-06.10.13-B001_20230215133705_0_R_1.jpg,0,0,0,0,0,1,0
110,221208-06.10.13-B001_20230215134238_2_R_1.jpg,0,0,0,0,0,1,0
111,230103-05.10.13-A001_20230220122601_0_R_1.jpg,0,0,0,0,0,1,0
112,230103-05.10.13-A001_20230220122706_1_L_1.jpg,0,0,0,0,0,1,0
113,230103-05.10.13-A001_20230220143255_1_L_1.jpg,0,0,0,0,0,1,0
114,230103-05.10.13-A001_20230220143502_0_R_1.jpg,0,0,0,0,0,1,0
115,230103-05.10.13-A001_20230220143654_2_L_1.jpg,0,0,0,0,0,1,0
116,230103-05.10.13-A001_20230220145241_4_R_1.jpg,0,0,0,0,0,1,0
117,230103-05.10.13-A001_20230220145520_4_L_1.jpg,0,0,0,0,0,1,0
118,230103-05.10.13-A001_20230220145607_2_R_1.jpg,0,0,0,0,1,0,0
119,lr230103-05.10.13-A001_20230220145607_2_R_1.jpg,0,0,0,0,1,0,0
120,ud230103-05.10.13-A001_20230220145607_2_R_1.jpg,0,0,0,0,1,0,0
121,lrud230103-05.10.13-A001_20230220145607_2_R_1.jpg,0,0,0,0,1,0,0
122,230103-05.10.13-A001_20230220145640_4_L_1.jpg,0,0,0,0,0,1,0
123,230103-05.10.13-A001_20230220150411_4_L_1.jpg,0,0,0,0,0,1,0
124,230103-05.10.13-A001_20230220150602_4_L_1.jpg,0,0,0,0,0,1,0
125,230103-05.10.13-A001_20230220150914_2_R_1.jpg,0,0,0,0,0,1,0
126,230103-05.10.13-A001_20230220150945_2_L_1.jpg,0,0,0,0,0,1,0
127,230103-05.10.13-A001_20230220180958_2_L_1.jpg,0,0,0,0,0,1,0
128,230103-05.10.13-A001_20230220181239_1_L_1.jpg,0,0,0,0,0,1,0
129,230103-05.10.13-A001_20230220181254_0_L_1.jpg,0,0,0,0,0,1,0
130,230103-05.10.13-A001_20230220182918_4_L_1.jpg,0,0,0,0,0,1,0
131,230103-05.10.13-A001_20230220182930_4_L_1.jpg,0,0,0,0,0,1,0
132,230116-05.7.8-A001_20230220112904_1_L_1.jpg,0,0,0,0,0,1,0
133,230116-05.7.8-A001_20230220112951_4_L_1.jpg,0,0,0,0,0,1,0
134,230116-05.7.8-A001_20230220113023_4_R_1.jpg,0,0,0,0,0,1,0
135,230116-05.7.8-A001_20230220114304_4_R_1.jpg,0,0,0,0,0,1,0
136,230116-05.7.8-A001_20230220114750_2_L_1.jpg,0,0,0,0,0,1,0
137,230116-05.7.8-A001_20230220114821_4_R_1.jpg,0,0,0,0,0,1,0
138,230223-04.4.5-A002_20230227144527_2_R_1.jpg,0,1,0,1,0,0,0
139,lr230223-04.4.5-A002_20230227144527_2_R_1.jpg,0,1,0,1,0,0,0
140,ud230223-04.4.5-A002_20230227144527_2_R_1.jpg,0,1,0,1,0,0,0
141,lrud230223-04.4.5-A002_20230227144527_2_R_1.jpg,0,1,0,1,0,0,0
142,230225-06.2.5-A001_20230228122523_0_R_1.jpg,0,1,0,0,0,0,0
143,lr230225-06.2.5-A001_20230228122523_0_R_1.jpg,0,1,0,0,0,0,0
144,ud230225-06.2.5-A001_20230228122523_0_R_1.jpg,0,1,0,0,0,0,0
145,lrud230225-06.2.5-A001_20230228122523_0_R_1.jpg,0,1,0,0,0,0,0
146,230225-06.2.5-B001_20230228094512_1_L_1.jpg,0,0,0,0,1,0,0
147,lr230225-06.2.5-B001_20230228094512_1_L_1.jpg,0,0,0,0,1,0,0
148,ud230225-06.2.5-B001_20230228094512_1_L_1.jpg,0,0,0,0,1,0,0
149,lrud230225-06.2.5-B001_20230228094512_1_L_1.jpg,0,0,0,0,1,0,0
150,230225-06.2.5-B001_20230228095338_4_R_1.jpg,0,0,0,0,0,1,0
151,230225-06.2.5-B001_20230228103626_1_R_1.jpg,0,0,0,0,1,0,0
152,lr230225-06.2.5-B001_20230228103626_1_R_1.jpg,0,0,0,0,1,0,0
153,ud230225-06.2.5-B001_20230228103626_1_R_1.jpg,0,0,0,0,1,0,0
154,lrud230225-06.2.5-B001_20230228103626_1_R_1.jpg,0,0,0,0,1,0,0
155,230225-06.2.5-B001_20230228104304_0_L_1.jpg,0,0,0,0,1,0,0
156,lr230225-06.2.5-B001_20230228104304_0_L_1.jpg,0,0,0,0,1,0,0
157,ud230225-06.2.5-B001_20230228104304_0_L_1.jpg,0,0,0,0,1,0,0
158,lrud230225-06.2.5-B001_20230228104304_0_L_1.jpg,0,0,0,0,1,0,0
159,bubb_01-2.jpg,0,0,0,0,1,0,0
160,lrbubb_01-2.jpg,0,0,0,0,1,0,0
161,udbubb_01-2.jpg,0,0,0,0,1,0,0
162,lrudbubb_01-2.jpg,0,0,0,0,1,0,0
163,bubb_37-2.jpg,0,0,0,0,1,0,0
164,lrbubb_37-2.jpg,0,0,0,0,1,0,0
165,udbubb_37-2.jpg,0,0,0,0,1,0,0
166,lrudbubb_37-2.jpg,0,0,0,0,1,0,0
167,bubb_47-2.jpg,0,1,0,0,0,0,0
168,lrbubb_47-2.jpg,0,1,0,0,0,0,0
169,udbubb_47-2.jpg,0,1,0,0,0,0,0
170,lrudbubb_47-2.jpg,0,1,0,0,0,0,0
171,bubb_88-2.jpg,0,0,0,0,1,0,0
172,lrbubb_88-2.jpg,0,0,0,0,1,0,0
173,udbubb_88-2.jpg,0,0,0,0,1,0,0
174,lrudbubb_88-2.jpg,0,0,0,0,1,0,0
175,bubb_95-2.jpg,0,0,0,0,1,0,0
176,lrbubb_95-2.jpg,0,0,0,0,1,0,0
177,udbubb_95-2.jpg,0,0,0,0,1,0,0
178,lrudbubb_95-2.jpg,0,0,0,0,1,0,0
179,edge_01-2.jpg,0,0,0,1,0,0,0
180,lredge_01-2.jpg,0,0,0,1,0,0,0
181,udedge_01-2.jpg,0,0,0,1,0,0,0
182,lrudedge_01-2.jpg,0,0,0,1,0,0,0
183,edge_101-2.jpg,0,1,0,0,0,0,0
184,lredge_101-2.jpg,0,1,0,0,0,0,0
185,udedge_101-2.jpg,0,1,0,0,0,0,0
186,lrudedge_101-2.jpg,0,1,0,0,0,0,0
187,edge_11-2.jpg,0,1,0,0,0,0,0
188,lredge_11-2.jpg,0,1,0,0,0,0,0
189,udedge_11-2.jpg,0,1,0,0,0,0,0
190,lrudedge_11-2.jpg,0,1,0,0,0,0,0
191,edge_15-2.jpg,0,0,0,1,0,0,0
192,lredge_15-2.jpg,0,0,0,1,0,0,0
193,udedge_15-2.jpg,0,0,0,1,0,0,0
194,lrudedge_15-2.jpg,0,0,0,1,0,0,0
195,edge_17-2.jpg,0,1,0,0,0,0,0
196,lredge_17-2.jpg,0,1,0,0,0,0,0
197,udedge_17-2.jpg,0,1,0,0,0,0,0
198,lrudedge_17-2.jpg,0,1,0,0,0,0,0
199,edge_22-2.jpg,0,1,0,0,0,0,0
200,lredge_22-2.jpg,0,1,0,0,0,0,0
201,udedge_22-2.jpg,0,1,0,0,0,0,0
202,lrudedge_22-2.jpg,0,1,0,0,0,0,0
203,edge_24-2.jpg,0,0,0,1,0,0,0
204,lredge_24-2.jpg,0,0,0,1,0,0,0
205,udedge_24-2.jpg,0,0,0,1,0,0,0
206,lrudedge_24-2.jpg,0,0,0,1,0,0,0
207,edge_26-2.jpg,0,0,0,0,1,0,0
208,lredge_26-2.jpg,0,0,0,0,1,0,0
209,udedge_26-2.jpg,0,0,0,0,1,0,0
210,lrudedge_26-2.jpg,0,0,0,0,1,0,0
211,edge_33-2.jpg,0,1,0,0,0,0,0
212,lredge_33-2.jpg,0,1,0,0,0,0,0
213,udedge_33-2.jpg,0,1,0,0,0,0,0
214,lrudedge_33-2.jpg,0,1,0,0,0,0,0
215,edge_38-2.jpg,0,0,0,1,0,0,0
216,lredge_38-2.jpg,0,0,0,1,0,0,0
217,udedge_38-2.jpg,0,0,0,1,0,0,0
218,lrudedge_38-2.jpg,0,0,0,1,0,0,0
219,edge_48-2.jpg,0,1,0,0,0,0,0
220,lredge_48-2.jpg,0,1,0,0,0,0,0
221,udedge_48-2.jpg,0,1,0,0,0,0,0
222,lrudedge_48-2.jpg,0,1,0,0,0,0,0
223,edge_63-2.jpg,0,0,0,1,0,0,0
224,lredge_63-2.jpg,0,0,0,1,0,0,0
225,udedge_63-2.jpg,0,0,0,1,0,0,0
226,lrudedge_63-2.jpg,0,0,0,1,0,0,0
227,edge_72-2.jpg,0,1,0,0,0,0,0
228,lredge_72-2.jpg,0,1,0,0,0,0,0
229,udedge_72-2.jpg,0,1,0,0,0,0,0
230,lrudedge_72-2.jpg,0,1,0,0,0,0,0
231,edge_74-2.jpg,0,1,0,1,0,0,0
232,lredge_74-2.jpg,0,1,0,1,0,0,0
233,udedge_74-2.jpg,0,1,0,1,0,0,0
234,lrudedge_74-2.jpg,0,1,0,1,0,0,0
235,edge_80-2.jpg,0,1,0,0,0,0,0
236,lredge_80-2.jpg,0,1,0,0,0,0,0
237,udedge_80-2.jpg,0,1,0,0,0,0,0
238,lrudedge_80-2.jpg,0,1,0,0,0,0,0
239,edge_90-2.jpg,0,0,0,1,0,0,0
240,lredge_90-2.jpg,0,0,0,1,0,0,0
241,udedge_90-2.jpg,0,0,0,1,0,0,0
242,lrudedge_90-2.jpg,0,0,0,1,0,0,0
243,edge_91-2.jpg,0,0,0,1,0,0,0
244,lredge_91-2.jpg,0,0,0,1,0,0,0
245,udedge_91-2.jpg,0,0,0,1,0,0,0
246,lrudedge_91-2.jpg,0,0,0,1,0,0,0
247,edge_93-2.jpg,0,0,0,1,0,0,0
248,lredge_93-2.jpg,0,0,0,1,0,0,0
249,udedge_93-2.jpg,0,0,0,1,0,0,0
250,lrudedge_93-2.jpg,0,0,0,1,0,0,0
251,edge_94-2.jpg,0,0,0,1,0,0,0
252,lredge_94-2.jpg,0,0,0,1,0,0,0
253,udedge_94-2.jpg,0,0,0,1,0,0,0
254,lrudedge_94-2.jpg,0,0,0,1,0,0,0
255,edge_97-2.jpg,0,1,0,0,0,0,0
256,lredge_97-2.jpg,0,1,0,0,0,0,0
257,udedge_97-2.jpg,0,1,0,0,0,0,0
258,lrudedge_97-2.jpg,0,1,0,0,0,0,0
259,edge_98-2.jpg,0,1,0,0,0,0,0
260,lredge_98-2.jpg,0,1,0,0,0,0,0
261,udedge_98-2.jpg,0,1,0,0,0,0,0
262,lrudedge_98-2.jpg,0,1,0,0,0,0,0
263,lotNum_20221006125158_1_L_1.jpg,0,0,0,0,1,0,0
264,lrlotNum_20221006125158_1_L_1.jpg,0,0,0,0,1,0,0
265,udlotNum_20221006125158_1_L_1.jpg,0,0,0,0,1,0,0
266,lrudlotNum_20221006125158_1_L_1.jpg,0,0,0,0,1,0,0
267,lotNum_20221006125158_4_L_1.jpg,0,1,0,0,0,0,0
268,lrlotNum_20221006125158_4_L_1.jpg,0,1,0,0,0,0,0
269,udlotNum_20221006125158_4_L_1.jpg,0,1,0,0,0,0,0
270,lrudlotNum_20221006125158_4_L_1.jpg,0,1,0,0,0,0,0
271,lotNum_20221006125234_1_R_1.jpg,0,1,0,0,0,0,0
272,lrlotNum_20221006125234_1_R_1.jpg,0,1,0,0,0,0,0
273,udlotNum_20221006125234_1_R_1.jpg,0,1,0,0,0,0,0
274,lrudlotNum_20221006125234_1_R_1.jpg,0,1,0,0,0,0,0
275,lotNum_20221006132811_2_L_1.jpg,0,0,0,1,0,0,0
276,lrlotNum_20221006132811_2_L_1.jpg,0,0,0,1,0,0,0
277,udlotNum_20221006132811_2_L_1.jpg,0,0,0,1,0,0,0
278,lrudlotNum_20221006132811_2_L_1.jpg,0,0,0,1,0,0,0
279,lotNum_20221006133056_1_R_1.jpg,0,1,0,0,0,0,0
280,lrlotNum_20221006133056_1_R_1.jpg,0,1,0,0,0,0,0
281,udlotNum_20221006133056_1_R_1.jpg,0,1,0,0,0,0,0
282,lrudlotNum_20221006133056_1_R_1.jpg,0,1,0,0,0,0,0
283,lotNum_20221006133129_3_L_1.jpg,0,0,0,0,1,0,0
284,lrlotNum_20221006133129_3_L_1.jpg,0,0,0,0,1,0,0
285,udlotNum_20221006133129_3_L_1.jpg,0,0,0,0,1,0,0
286,lrudlotNum_20221006133129_3_L_1.jpg,0,0,0,0,1,0,0
287,lotNum_20221006133147_4_R_1.jpg,0,0,0,1,0,0,0
288,lrlotNum_20221006133147_4_R_1.jpg,0,0,0,1,0,0,0
289,udlotNum_20221006133147_4_R_1.jpg,0,0,0,1,0,0,0
290,lrudlotNum_20221006133147_4_R_1.jpg,0,0,0,1,0,0,0
291,lotNum_20221006133205_2_R_1.jpg,0,0,0,0,1,0,0
292,lrlotNum_20221006133205_2_R_1.jpg,0,0,0,0,1,0,0
293,udlotNum_20221006133205_2_R_1.jpg,0,0,0,0,1,0,0
294,lrudlotNum_20221006133205_2_R_1.jpg,0,0,0,0,1,0,0
295,lotNum_20221006133205_4_R_1.jpg,0,0,0,0,0,1,0
296,lotNum_20221006133224_1_R_1.jpg,0,0,0,1,0,0,0
297,lrlotNum_20221006133224_1_R_1.jpg,0,0,0,1,0,0,0
298,udlotNum_20221006133224_1_R_1.jpg,0,0,0,1,0,0,0
299,lrudlotNum_20221006133224_1_R_1.jpg,0,0,0,1,0,0,0
300,lotNum_20221006133224_2_R_1.jpg,0,0,0,0,1,0,0
301,lrlotNum_20221006133224_2_R_1.jpg,0,0,0,0,1,0,0
302,udlotNum_20221006133224_2_R_1.jpg,0,0,0,0,1,0,0
303,lrudlotNum_20221006133224_2_R_1.jpg,0,0,0,0,1,0,0
304,lotNum_20221006133437_0_R_1.jpg,0,0,0,0,1,0,0
305,lrlotNum_20221006133437_0_R_1.jpg,0,0,0,0,1,0,0
306,udlotNum_20221006133437_0_R_1.jpg,0,0,0,0,1,0,0
307,lrudlotNum_20221006133437_0_R_1.jpg,0,0,0,0,1,0,0
308,lotNum_20221006133437_1_R_1.jpg,0,0,0,0,0,1,0
309,lotNum_20221006133859_0_R_1.jpg,0,0,0,1,0,0,0
310,lrlotNum_20221006133859_0_R_1.jpg,0,0,0,1,0,0,0
311,udlotNum_20221006133859_0_R_1.jpg,0,0,0,1,0,0,0
312,lrudlotNum_20221006133859_0_R_1.jpg,0,0,0,1,0,0,0
313,lotNum_20221006133934_1_L_1.jpg,0,0,0,0,0,1,0
314,lotNum_20221006133952_2_L_1.jpg,0,0,0,0,1,1,0
315,lrlotNum_20221006133952_2_L_1.jpg,0,0,0,0,1,1,0
316,udlotNum_20221006133952_2_L_1.jpg,0,0,0,0,1,1,0
317,lrudlotNum_20221006133952_2_L_1.jpg,0,0,0,0,1,1,0
318,lotNum_20221006134817_3_R_1.jpg,0,0,0,0,1,0,0
319,lrlotNum_20221006134817_3_R_1.jpg,0,0,0,0,1,0,0
320,udlotNum_20221006134817_3_R_1.jpg,0,0,0,0,1,0,0
321,lrudlotNum_20221006134817_3_R_1.jpg,0,0,0,0,1,0,0
322,lotNum_20221006135117_2_R_1.jpg,0,1,0,0,0,0,0
323,lrlotNum_20221006135117_2_R_1.jpg,0,1,0,0,0,0,0
324,udlotNum_20221006135117_2_R_1.jpg,0,1,0,0,0,0,0
325,lrudlotNum_20221006135117_2_R_1.jpg,0,1,0,0,0,0,0
326,lotNum_20221006145000_1_R_1.jpg,0,0,0,0,1,0,0
327,lrlotNum_20221006145000_1_R_1.jpg,0,0,0,0,1,0,0
328,udlotNum_20221006145000_1_R_1.jpg,0,0,0,0,1,0,0
329,lrudlotNum_20221006145000_1_R_1.jpg,0,0,0,0,1,0,0
330,lotNum_20221006145958_2_R_1.jpg,0,1,0,0,0,0,0
331,lrlotNum_20221006145958_2_R_1.jpg,0,1,0,0,0,0,0
332,udlotNum_20221006145958_2_R_1.jpg,0,1,0,0,0,0,0
333,lrudlotNum_20221006145958_2_R_1.jpg,0,1,0,0,0,0,0
334,lotNum_20221006150053_1_L_1.jpg,0,1,0,0,0,0,0
335,lrlotNum_20221006150053_1_L_1.jpg,0,1,0,0,0,0,0
336,udlotNum_20221006150053_1_L_1.jpg,0,1,0,0,0,0,0
337,lrudlotNum_20221006150053_1_L_1.jpg,0,1,0,0,0,0,0
338,lotNum_20221006150053_1_R_1.jpg,0,1,0,0,0,0,0
339,lrlotNum_20221006150053_1_R_1.jpg,0,1,0,0,0,0,0
340,udlotNum_20221006150053_1_R_1.jpg,0,1,0,0,0,0,0
341,lrudlotNum_20221006150053_1_R_1.jpg,0,1,0,0,0,0,0
342,lotNum_20221006150258_4_L_1.jpg,0,0,0,1,0,0,0
343,lrlotNum_20221006150258_4_L_1.jpg,0,0,0,1,0,0,0
344,udlotNum_20221006150258_4_L_1.jpg,0,0,0,1,0,0,0
345,lrudlotNum_20221006150258_4_L_1.jpg,0,0,0,1,0,0,0
346,lotNum_20221006150320_2_L_1.jpg,0,0,0,1,0,0,0
347,lrlotNum_20221006150320_2_L_1.jpg,0,0,0,1,0,0,0
348,udlotNum_20221006150320_2_L_1.jpg,0,0,0,1,0,0,0
349,lrudlotNum_20221006150320_2_L_1.jpg,0,0,0,1,0,0,0
350,lotNum_20221006150545_4_R_1.jpg,0,0,0,0,0,1,0
351,lotNum_20221006150639_0_R_1.jpg,0,1,0,0,0,0,0
352,lrlotNum_20221006150639_0_R_1.jpg,0,1,0,0,0,0,0
353,udlotNum_20221006150639_0_R_1.jpg,0,1,0,0,0,0,0
354,lrudlotNum_20221006150639_0_R_1.jpg,0,1,0,0,0,0,0
355,lotNum_20221006150732_1_R_1.jpg,0,0,0,0,1,0,0
356,lrlotNum_20221006150732_1_R_1.jpg,0,0,0,0,1,0,0
357,udlotNum_20221006150732_1_R_1.jpg,0,0,0,0,1,0,0
358,lrudlotNum_20221006150732_1_R_1.jpg,0,0,0,0,1,0,0
359,lotNum_20221006150842_0_L_1.jpg,0,0,0,1,0,0,0
360,lrlotNum_20221006150842_0_L_1.jpg,0,0,0,1,0,0,0
361,udlotNum_20221006150842_0_L_1.jpg,0,0,0,1,0,0,0
362,lrudlotNum_20221006150842_0_L_1.jpg,0,0,0,1,0,0,0
363,lotNum_20221006150859_0_L_1.jpg,0,0,0,1,0,0,0
364,lrlotNum_20221006150859_0_L_1.jpg,0,0,0,1,0,0,0
365,udlotNum_20221006150859_0_L_1.jpg,0,0,0,1,0,0,0
366,lrudlotNum_20221006150859_0_L_1.jpg,0,0,0,1,0,0,0
367,lotNum_20221006150859_2_R_1.jpg,0,1,0,1,0,0,0
368,lrlotNum_20221006150859_2_R_1.jpg,0,1,0,1,0,0,0
369,udlotNum_20221006150859_2_R_1.jpg,0,1,0,1,0,0,0
370,lrudlotNum_20221006150859_2_R_1.jpg,0,1,0,1,0,0,0
371,lotNum_20221007113709_3_L_1.jpg,0,1,0,0,0,0,0
372,lrlotNum_20221007113709_3_L_1.jpg,0,1,0,0,0,0,0
373,udlotNum_20221007113709_3_L_1.jpg,0,1,0,0,0,0,0
374,lrudlotNum_20221007113709_3_L_1.jpg,0,1,0,0,0,0,0
375,None_20220913165827_3_L_1.jpg,0,0,0,0,1,0,0
376,lrNone_20220913165827_3_L_1.jpg,0,0,0,0,1,0,0
377,udNone_20220913165827_3_L_1.jpg,0,0,0,0,1,0,0
378,lrudNone_20220913165827_3_L_1.jpg,0,0,0,0,1,0,0
379,None_20220913165946_1_L_1.jpg,0,1,0,0,0,0,0
380,lrNone_20220913165946_1_L_1.jpg,0,1,0,0,0,0,0
381,udNone_20220913165946_1_L_1.jpg,0,1,0,0,0,0,0
382,lrudNone_20220913165946_1_L_1.jpg,0,1,0,0,0,0,0
