id,good,b_edge,burr,borken,b_bubble,etc,no_lens
None_20230428154342_4_R_1.jpg,1,0,0,0,0,0,0
None_20230504152640_4_L_1.jpg,1,0,0,0,0,0,0
None_20230403155308_3_L_1.jpg,1,0,0,0,0,0,0
None_20230412093733_4_L_1.jpg,1,0,0,0,0,0,0
None_20230413162054_1_R_1.jpg,1,0,0,0,0,0,0
None_20230503161947_4_R_1.jpg,1,0,0,0,0,0,0
None_20230413151700_0_R_1.jpg,1,0,0,0,0,0,0
None_20230404120545_4_R_1.jpg,1,0,0,0,0,0,0
None_20230418163834_0_L_1.jpg,1,0,0,0,0,0,0
None_20230417111505_2_R_1.jpg,1,0,0,0,0,0,0
None_20230503092856_1_R_1.jpg,1,0,0,0,0,0,0
None_20230419162214_1_L_1.jpg,1,0,0,0,0,0,0
None_20230414144945_4_R_1.jpg,1,0,0,0,0,0,0
None_20230504145845_4_L_1.jpg,1,0,0,0,0,0,0
None_20230404135641_4_L_1.jpg,1,0,0,0,0,0,0
None_20230403165828_4_L_1.jpg,1,0,0,0,0,0,0
None_20230418104811_3_L_1.jpg,1,0,0,0,0,0,0
None_20230424145405_1_L_1.jpg,1,0,0,0,0,0,0
None_20230412092659_0_R_1.jpg,1,0,0,0,0,0,0
None_20230413102027_3_R_1.jpg,1,0,0,0,0,0,0
None_20230420134239_3_L_1.jpg,1,0,0,0,0,0,0
None_20230425151008_3_L_1.jpg,1,0,0,0,0,0,0
None_20230425154629_0_L_1.jpg,1,0,0,0,0,0,0
None_20230405101041_2_R_1.jpg,1,0,0,0,0,0,0
None_20230410160203_3_R_1.jpg,1,0,0,0,0,0,0
None_20230420134451_3_R_1.jpg,1,0,0,0,0,0,0
None_20230418141845_1_L_1.jpg,1,0,0,0,0,0,0
None_20230404162953_1_L_1.jpg,1,0,0,0,0,0,0
None_20230413121558_3_L_1.jpg,1,0,0,0,0,0,0
None_20230405155350_2_L_1.jpg,1,0,0,0,0,0,0
None_20230412095635_4_R_1.jpg,1,0,0,0,0,0,0
None_20230403101548_4_R_1.jpg,1,0,0,0,0,0,0
None_20230404140633_3_R_1.jpg,1,0,0,0,0,0,0
None_20230428144648_2_R_1.jpg,1,0,0,0,0,0,0
None_20230403171421_2_R_1.jpg,1,0,0,0,0,0,0
None_20230420110319_1_R_1.jpg,1,0,0,0,0,0,0
None_20230412115540_4_L_1.jpg,1,0,0,0,0,0,0
None_20230413171148_4_R_1.jpg,1,0,0,0,0,0,0
None_20230418143226_2_L_1.jpg,1,0,0,0,0,0,0
None_20230424190021_1_R_1.jpg,1,0,0,0,0,0,0
None_20230404100431_3_R_1.jpg,1,0,0,0,0,0,0
None_20230413150216_2_L_1.jpg,1,0,0,0,0,0,0
None_20230503092716_1_L_1.jpg,1,0,0,0,0,0,0
None_20230418164537_4_R_1.jpg,1,0,0,0,0,0,0
None_20230425115706_1_R_1.jpg,1,0,0,0,0,0,0
None_20230412093547_4_R_1.jpg,1,0,0,0,0,0,0
None_20230417113129_1_R_1.jpg,1,0,0,0,0,0,0
None_20230410144743_4_L_1.jpg,1,0,0,0,0,0,0
None_20230504163157_4_L_1.jpg,1,0,0,0,0,0,0
None_20230413102749_2_L_1.jpg,1,0,0,0,0,0,0
None_20230413163530_0_L_1.jpg,1,0,0,0,0,0,0
None_20230407102007_4_R_1.jpg,1,0,0,0,0,0,0
None_20230424152048_3_R_1.jpg,1,0,0,0,0,0,0
None_20230413121257_3_L_1.jpg,1,0,0,0,0,0,0
None_20230410143548_4_R_1.jpg,1,0,0,0,0,0,0
None_20230417114348_4_R_1.jpg,1,0,0,0,0,0,0
None_20230417095158_3_L_1.jpg,1,0,0,0,0,0,0
None_20230424151359_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424103654_1_L_1.jpg,1,0,0,0,0,0,0
None_20230405183446_2_L_1.jpg,1,0,0,0,0,0,0
None_20230428161830_0_R_1.jpg,1,0,0,0,0,0,0
None_20230413150648_3_L_1.jpg,1,0,0,0,0,0,0
None_20230407161241_3_L_1.jpg,1,0,0,0,0,0,0
None_20230418162011_0_R_1.jpg,1,0,0,0,0,0,0
None_20230417120031_0_R_1.jpg,1,0,0,0,0,0,0
None_20230424190921_3_R_1.jpg,1,0,0,0,0,0,0
None_20230410142855_0_L_1.jpg,1,0,0,0,0,0,0
None_20230413151235_1_L_1.jpg,1,0,0,0,0,0,0
None_20230504135338_2_R_1.jpg,1,0,0,0,0,0,0
None_20230404100700_2_L_1.jpg,1,0,0,0,0,0,0
None_20230417104723_0_R_1.jpg,1,0,0,0,0,0,0
None_20230413094828_0_R_1.jpg,1,0,0,0,0,0,0
None_20230404120531_4_L_1.jpg,1,0,0,0,0,0,0
None_20230412113242_3_L_1.jpg,1,0,0,0,0,0,0
None_20230504143136_2_L_1.jpg,1,0,0,0,0,0,0
None_20230503142827_2_L_1.jpg,1,0,0,0,0,0,0
None_20230504120007_3_L_1.jpg,1,0,0,0,0,0,0
None_20230424194804_2_L_1.jpg,1,0,0,0,0,0,0
None_20230405193455_1_L_1.jpg,1,0,0,0,0,0,0
None_20230418154122_0_R_1.jpg,1,0,0,0,0,0,0
None_20230404100848_4_R_1.jpg,1,0,0,0,0,0,0
None_20230404155323_2_R_1.jpg,1,0,0,0,0,0,0
None_20230508114404_2_R_1.jpg,1,0,0,0,0,0,0
None_20230424142830_4_L_1.jpg,1,0,0,0,0,0,0
None_20230417162930_4_R_1.jpg,1,0,0,0,0,0,0
None_20230403114318_0_R_1.jpg,1,0,0,0,0,0,0
None_20230504155523_4_R_1.jpg,1,0,0,0,0,0,0
None_20230314105702_0_R_1.jpg,1,0,0,0,0,0,0
None_20230424142122_2_L_1.jpg,1,0,0,0,0,0,0
None_20230424163220_0_R_1.jpg,1,0,0,0,0,0,0
None_20230420112616_0_R_1.jpg,1,0,0,0,0,0,0
None_20230425155256_0_R_1.jpg,1,0,0,0,0,0,0
None_20230418115025_4_L_1.jpg,1,0,0,0,0,0,0
None_20230404161932_2_L_1.jpg,1,0,0,0,0,0,0
None_20230417145209_0_R_1.jpg,1,0,0,0,0,0,0
None_20230411145115_4_L_1.jpg,1,0,0,0,0,0,0
None_20230504154648_2_R_1.jpg,1,0,0,0,0,0,0
None_20230503163009_4_R_1.jpg,1,0,0,0,0,0,0
None_20230413143211_3_R_1.jpg,1,0,0,0,0,0,0
None_20230418152841_4_R_1.jpg,1,0,0,0,0,0,0
None_20230414120805_3_R_1.jpg,1,0,0,0,0,0,0
None_20230508111346_0_R_1.jpg,1,0,0,0,0,0,0
None_20230424111418_2_R_1.jpg,1,0,0,0,0,0,0
None_20230407094546_3_L_1.jpg,1,0,0,0,0,0,0
None_20230420114508_0_R_1.jpg,1,0,0,0,0,0,0
None_20230503143726_3_L_1.jpg,1,0,0,0,0,0,0
None_20230424105814_0_L_1.jpg,1,0,0,0,0,0,0
None_20230424174149_4_L_1.jpg,1,0,0,0,0,0,0
None_20230504151915_4_L_1.jpg,1,0,0,0,0,0,0
None_20230428162516_4_L_1.jpg,1,0,0,0,0,0,0
None_20230424135624_2_R_1.jpg,1,0,0,0,0,0,0
None_20230407150526_2_R_1.jpg,1,0,0,0,0,0,0
None_20230412092714_0_R_1.jpg,1,0,0,0,0,0,0
None_20230411141049_4_L_1.jpg,1,0,0,0,0,0,0
None_20230503093510_4_R_1.jpg,1,0,0,0,0,0,0
None_20230406121412_3_L_1.jpg,1,0,0,0,0,0,0
None_20230418114808_2_L_1.jpg,1,0,0,0,0,0,0
None_20230412092759_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424161129_3_R_1.jpg,1,0,0,0,0,0,0
None_20230424194303_2_L_1.jpg,1,0,0,0,0,0,0
None_20230419150114_3_L_1.jpg,1,0,0,0,0,0,0
None_20230428152103_2_R_1.jpg,1,0,0,0,0,0,0
None_20230424184409_4_L_1.jpg,1,0,0,0,0,0,0
None_20230404095502_3_L_1.jpg,1,0,0,0,0,0,0
None_20230504092139_3_L_1.jpg,1,0,0,0,0,0,0
None_20230411141653_4_L_1.jpg,1,0,0,0,0,0,0
None_20230424104122_2_L_1.jpg,1,0,0,0,0,0,0
None_20230417145023_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424105650_4_L_1.jpg,1,0,0,0,0,0,0
None_20230404103032_1_L_1.jpg,1,0,0,0,0,0,0
None_20230424133643_1_L_1.jpg,1,0,0,0,0,0,0
None_20230403170145_2_R_1.jpg,1,0,0,0,0,0,0
None_20230418143113_2_L_1.jpg,1,0,0,0,0,0,0
None_20230428151016_3_R_1.jpg,1,0,0,0,0,0,0
None_20230421110501_2_R_1.jpg,1,0,0,0,0,0,0
None_20230425152155_1_L_1.jpg,1,0,0,0,0,0,0
None_20230418155131_2_L_1.jpg,1,0,0,0,0,0,0
None_20230417111235_0_R_1.jpg,1,0,0,0,0,0,0
None_20230425160434_2_R_1.jpg,1,0,0,0,0,0,0
None_20230420110335_4_R_1.jpg,1,0,0,0,0,0,0
None_20230503142705_2_R_1.jpg,1,0,0,0,0,0,0
None_20230417143502_0_L_1.jpg,1,0,0,0,0,0,0
None_20230407103421_2_L_1.jpg,1,0,0,0,0,0,0
None_20230410131003_1_L_1.jpg,1,0,0,0,0,0,0
None_20230404165542_4_L_1.jpg,1,0,0,0,0,0,0
None_20230418120727_4_L_1.jpg,1,0,0,0,0,0,0
None_20230413102849_4_R_1.jpg,1,0,0,0,0,0,0
None_20230419150114_2_L_1.jpg,1,0,0,0,0,0,0
None_20230418133729_3_R_1.jpg,1,0,0,0,0,0,0
None_20230424144253_4_L_1.jpg,1,0,0,0,0,0,0
None_20230405114500_3_L_1.jpg,1,0,0,0,0,0,0
None_20230504095011_2_R_1.jpg,1,0,0,0,0,0,0
None_20230508112813_2_L_1.jpg,1,0,0,0,0,0,0
None_20230420104500_0_L_1.jpg,1,0,0,0,0,0,0
None_20230412094707_1_R_1.jpg,1,0,0,0,0,0,0
None_20230419151422_0_R_1.jpg,1,0,0,0,0,0,0
None_20230417164506_1_R_1.jpg,1,0,0,0,0,0,0
None_20230413164302_2_R_1.jpg,1,0,0,0,0,0,0
None_20230403101519_0_R_1.jpg,1,0,0,0,0,0,0
None_20230310163742_3_R_1.jpg,1,0,0,0,0,0,0
None_20230413101212_3_R_1.jpg,1,0,0,0,0,0,0
None_20230414123342_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424113141_4_L_1.jpg,1,0,0,0,0,0,0
None_20230403102028_3_R_1.jpg,1,0,0,0,0,0,0
None_20230504145506_4_L_1.jpg,1,0,0,0,0,0,0
None_20230419160845_0_L_1.jpg,1,0,0,0,0,0,0
None_20230508111041_1_R_1.jpg,1,0,0,0,0,0,0
None_20230417112429_2_L_1.jpg,1,0,0,0,0,0,0
None_20230404095733_2_R_1.jpg,1,0,0,0,0,0,0
None_20230504100556_2_R_1.jpg,1,0,0,0,0,0,0
None_20230418105428_1_L_1.jpg,1,0,0,0,0,0,0
None_20230405104746_4_R_1.jpg,1,0,0,0,0,0,0
None_20230413134803_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424182128_4_R_1.jpg,1,0,0,0,0,0,0
None_20230428150014_0_R_1.jpg,1,0,0,0,0,0,0
None_20230420140920_4_R_1.jpg,1,0,0,0,0,0,0
None_20230424143514_3_R_1.jpg,1,0,0,0,0,0,0
None_20230504155450_3_R_1.jpg,1,0,0,0,0,0,0
None_20230420122831_4_L_1.jpg,1,0,0,0,0,0,0
None_20230403100947_3_L_1.jpg,1,0,0,0,0,0,0
None_20230504170041_4_L_1.jpg,1,0,0,0,0,0,0
None_20230413122059_1_L_1.jpg,1,0,0,0,0,0,0
None_20230503141104_4_L_1.jpg,1,0,0,0,0,0,0
None_20230404163310_2_R_1.jpg,1,0,0,0,0,0,0
None_20230413102834_1_R_1.jpg,1,0,0,0,0,0,0
None_20230404151948_4_L_1.jpg,1,0,0,0,0,0,0
None_20230412100853_3_R_1.jpg,1,0,0,0,0,0,0
None_20230504163018_1_R_1.jpg,1,0,0,0,0,0,0
None_20230412113313_2_R_1.jpg,1,0,0,0,0,0,0
None_20230403134957_2_R_1.jpg,1,0,0,0,0,0,0
None_20230421112743_0_L_1.jpg,1,0,0,0,0,0,0
None_20230406100602_3_L_1.jpg,1,0,0,0,0,0,0
None_20230420122512_3_R_1.jpg,1,0,0,0,0,0,0
None_20230407103150_1_R_1.jpg,1,0,0,0,0,0,0
None_20230403101147_4_L_1.jpg,1,0,0,0,0,0,0
None_20230420105224_1_L_1.jpg,1,0,0,0,0,0,0
None_20230418135342_1_L_1.jpg,1,0,0,0,0,0,0
None_20230504144343_0_R_1.jpg,1,0,0,0,0,0,0
None_20230417163246_2_R_1.jpg,1,0,0,0,0,0,0
None_20230420134222_0_L_1.jpg,1,0,0,0,0,0,0
None_20230424144756_3_R_1.jpg,1,0,0,0,0,0,0
None_20230503092043_2_L_1.jpg,1,0,0,0,0,0,0
None_20230504134727_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424153036_3_R_1.jpg,1,0,0,0,0,0,0
None_20230404152205_2_L_1.jpg,1,0,0,0,0,0,0
None_20230504154828_2_L_1.jpg,1,0,0,0,0,0,0
None_20230411154112_0_L_1.jpg,1,0,0,0,0,0,0
None_20230424164058_3_R_1.jpg,1,0,0,0,0,0,0
None_20230413172118_1_R_1.jpg,1,0,0,0,0,0,0
None_20230424113305_4_R_1.jpg,1,0,0,0,0,0,0
None_20230425150455_0_R_1.jpg,1,0,0,0,0,0,0
None_20230424133806_0_R_1.jpg,1,0,0,0,0,0,0
None_20230428165642_1_L_1.jpg,1,0,0,0,0,0,0
None_20230404173004_2_R_1.jpg,1,0,0,0,0,0,0
None_20230418122001_2_R_1.jpg,1,0,0,0,0,0,0
None_20230428142716_1_L_1.jpg,1,0,0,0,0,0,0
None_20230407095017_4_R_1.jpg,1,0,0,0,0,0,0
None_20230424182218_1_L_1.jpg,1,0,0,0,0,0,0
None_20230403114632_2_R_1.jpg,1,0,0,0,0,0,0
None_20230504160850_0_L_1.jpg,1,0,0,0,0,0,0
None_20230504140100_1_L_1.jpg,1,0,0,0,0,0,0
None_20230428150959_0_R_1.jpg,1,0,0,0,0,0,0
None_20230503162217_0_L_1.jpg,1,0,0,0,0,0,0
None_20230410125643_4_R_1.jpg,1,0,0,0,0,0,0
None_20230424181611_4_R_1.jpg,1,0,0,0,0,0,0
None_20230418104925_0_R_1.jpg,1,0,0,0,0,0,0
None_20230424144237_3_R_1.jpg,1,0,0,0,0,0,0
None_20230405134335_1_L_1.jpg,1,0,0,0,0,0,0
None_20230413102213_0_R_1.jpg,1,0,0,0,0,0,0
None_20230424191819_0_L_1.jpg,1,0,0,0,0,0,0
None_20230405121719_3_L_1.jpg,1,0,0,0,0,0,0
None_20230417172511_1_R_1.jpg,1,0,0,0,0,0,0
None_20230418140534_4_L_1.jpg,1,0,0,0,0,0,0
None_20230428151847_0_L_1.jpg,1,0,0,0,0,0,0
None_20230403160328_0_R_1.jpg,1,0,0,0,0,0,0
None_20230421102650_1_L_1.jpg,1,0,0,0,0,0,0
None_20230419114236_1_L_1.jpg,1,0,0,0,0,0,0
None_20230424181843_2_L_1.jpg,1,0,0,0,0,0,0
None_20230419150702_3_L_1.jpg,1,0,0,0,0,0,0
None_20230414142846_1_L_1.jpg,1,0,0,0,0,0,0
None_20230424150628_3_R_1.jpg,1,0,0,0,0,0,0
None_20230503093033_2_L_1.jpg,1,0,0,0,0,0,0
None_20230413150116_3_L_1.jpg,1,0,0,0,0,0,0
None_20230420121628_3_L_1.jpg,1,0,0,0,0,0,0
None_20230420155225_3_R_1.jpg,1,0,0,0,0,0,0
None_20230508100816_0_L_1.jpg,1,0,0,0,0,0,0
None_20230405215216_0_L_1.jpg,1,0,0,0,0,0,0
None_20230407094932_0_L_1.jpg,1,0,0,0,0,0,0
None_20230417122912_4_L_1.jpg,1,0,0,0,0,0,0
None_20230420155348_2_R_1.jpg,1,0,0,0,0,0,0
None_20230404111657_3_L_1.jpg,1,0,0,0,0,0,0
None_20230405101156_2_L_1.jpg,1,0,0,0,0,0,0
None_20230419121934_0_L_1.jpg,1,0,0,0,0,0,0
None_20230414145332_4_R_1.jpg,1,0,0,0,0,0,0
None_20230403111428_0_L_1.jpg,1,0,0,0,0,0,0
None_20230406101416_4_R_1.jpg,1,0,0,0,0,0,0
None_20230420164006_3_L_1.jpg,1,0,0,0,0,0,0
None_20230504154421_3_R_1.jpg,1,0,0,0,0,0,0
None_20230420160029_0_L_1.jpg,1,0,0,0,0,0,0
None_20230428142427_1_L_1.jpg,1,0,0,0,0,0,0
None_20230403154505_0_L_1.jpg,1,0,0,0,0,0,0
None_20230412115554_2_L_1.jpg,1,0,0,0,0,0,0
None_20230407102053_0_L_1.jpg,1,0,0,0,0,0,0
None_20230421110250_0_L_1.jpg,1,0,0,0,0,0,0
None_20230417101426_4_R_1.jpg,1,0,0,0,0,0,0
None_20230425102201_4_L_1.jpg,1,0,0,0,0,0,0
None_20230428152908_2_R_1.jpg,1,0,0,0,0,0,0
None_20230418112008_1_L_1.jpg,1,0,0,0,0,0,0
None_20230417145639_2_R_1.jpg,1,0,0,0,0,0,0
None_20230407102618_1_R_1.jpg,1,0,0,0,0,0,0
None_20230411145632_0_L_1.jpg,1,0,0,0,0,0,0
None_20230417144015_1_L_1.jpg,1,0,0,0,0,0,0
None_20230403111659_3_L_1.jpg,1,0,0,0,0,0,0
None_20230407094917_2_R_1.jpg,1,0,0,0,0,0,0
None_20230428150515_2_R_1.jpg,1,0,0,0,0,0,0
None_20230413142427_3_R_1.jpg,1,0,0,0,0,0,0
None_20230420173943_4_R_1.jpg,1,0,0,0,0,0,0
None_20230417143631_2_L_1.jpg,1,0,0,0,0,0,0
None_20230412093532_2_R_1.jpg,1,0,0,0,0,0,0
None_20230508095103_4_R_1.jpg,1,0,0,0,0,0,0
None_20230418144704_0_R_1.jpg,1,0,0,0,0,0,0
None_20230403122456_2_L_1.jpg,1,0,0,0,0,0,0
lrNone_20230510143317_0_R_1.jpg,0,1,0,0,0,0,0
lrudNone_20230510143304_0_L_1.jpg,0,1,0,0,0,0,0
None_20230310155738_0_L_1.jpg,0,1,0,0,0,0,0
lrudNone_20230418141123_3_L_1.jpg,0,1,0,0,0,0,0
udNone_20230510143317_0_L_1.jpg,0,1,0,0,0,0,0
lrNone_20230425114139_1_R_1.jpg,0,1,0,0,0,0,0
None_20230322113523_0_L_1.jpg,0,1,0,0,0,0,0
None_20230424161538_0_R_1.jpg,0,1,0,0,0,0,0
udNone_20230322095910_1_L_1.jpg,0,1,0,0,0,0,0
None_20230403134610_1_L_1.jpg,0,1,0,0,0,0,0
lrudNone_20221013141433_0_L_1.jpg,0,1,0,0,0,0,0
lrudNone_20230313153133_4_R_1.jpg,0,1,0,0,0,0,0
lrudNone_20220923124113_1_L_1.jpg,0,1,0,0,0,0,0
lrNone_20230510122228_4_L_1.jpg,0,1,0,0,0,0,0
lrudNone_20230418144402_3_L_1.jpg,0,1,0,0,0,0,0
udNone_20230508115324_3_L_1.jpg,0,1,0,0,0,0,0
None_20220921195404_3_R_1.jpg,0,1,0,0,0,0,0
None_20230510121112_1_R_1.jpg,0,1,0,0,0,0,0
lrNone_20230510115903_3_L_1.jpg,0,1,0,0,0,0,0
lrNone_20230406091525_2_R_1.jpg,0,1,0,0,0,0,0
lrNone_20230510151829_3_R_1.jpg,0,1,0,0,0,0,0
lrNone_20230404122441_3_L_1.jpg,0,1,0,0,0,0,0
lrudNone_20230404132422_2_L_1.jpg,0,1,1,0,0,0,0
udNone_20230414121832_4_L_1.jpg,0,1,0,0,0,0,0
lrNone_20230421104659_4_L_1.jpg,0,1,0,0,0,0,0
udNone_20220915154923_0_L_1.jpg,0,1,0,0,0,0,0
lrudNone_20220921193354_1_L_1.jpg,0,1,0,0,0,0,0
lrNone_20230424133733_2_L_1.jpg,0,1,0,0,0,0,0
lrNone_20221024174259_1_L_1.jpg,0,1,0,1,0,0,0
lrudNone_20230420160826_3_R_1.jpg,0,1,0,0,0,0,0
lr20221013.01_20221014111531_0_L_1.jpg,0,1,0,0,0,0,0
udNone_20220914161008_3_L_1.jpg,0,1,0,0,0,0,0
udNone_20230510121057_0_L_1.jpg,0,1,0,0,0,0,0
